,개방장소명,개방장소,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자
광진구 구의1동 자치회관 작은도서관,구의1동주민센터,구의,기타,토+일,9:00,18:00,0:00,0:00,N,,,,,6,25,,전화+방문,,서울특별시 광진구 광나루로36길56,서울특별시 광진구 구의동 237-6,서울특별시 광진구청,구의제1동,02-450-5142,37.54241324,127.0856773,2022-11-04
광진구 구의2동 자치회관 2층 강의실,구의2동주민센터,구의,강의실,월+목+금+토+일,9:00,20:00,0:00,0:00,Y,2,20000,1,10000,60,150,,전화+방문,,서울특별시 광진구 천호대로136길 55,서울특별시 광진구 구의동 63-7,서울특별시 광진구청,구의제2동,02-450-1238,37.54724133,127.0899239,2022-11-04
광진구 구의2동 자치회관 3층 강당,구의2동주민센터,구의,강당,금,12:00,21:00,10:00,14:00,Y,,5000,,,,,,전화+방문,,서울특별시 광진구 천호대로136길 55,서울특별시 광진구 구의동 63-7,서울특별시 광진구청,구의제2동,02-450-1238,37.54724133,127.0899239,2022-11-04
광진구 구의3동 자치회관 대강당,구의3동주민센터,구의,강당,일,9:00,21:00,13:00,17:00,Y,1,20000,1,10000,300,185,,인터넷+전화+방문,,서울특별시 광진구 강변역로 17,서울특별시 광진구 구의동 587-29,서울특별시 광진구청,구의제3동,02-450-5157,37.53799342,127.0919847,2022-11-04
광진구 구의3동 자치회관 문화교실,구의3동주민센터,구의,강의실,일,9:00,21:00,9:00,17:00,Y,1,15000,,,50,,,인터넷+전화+방문,,서울특별시 광진구 강변역로 17,서울특별시 광진구 구의동 587-29,서울특별시 광진구청,구의제3동,02-450-5157,37.53799342,127.0919847,2022-11-04
광진구 광장동 자치회관 2층 주민사랑방(광나루카페),광장동주민센터,광장,기타,토+일,9:00,20:30,0:00,0:00,Y,2,7500,1,2500,15,27,,인터넷+전화+방문,,서울특별시 광진구 광장로 52,서울특별시 광진구 광장동 248-24,서울특별시 광진구청,광장동,02-450-1263,37.54688276,127.1030098,2022-11-04
광진구 광장동 자치회관 3층 대강당,광장동주민센터,광장,강당,토+일,9:00,20:30,0:00,0:00,Y,2,30000,1,10000,50,177,,인터넷+전화+방문,,서울특별시 광진구 광장로 52,서울특별시 광진구 광장동 248-24,서울특별시 광진구청,광장동,02-450-1263,37.54688276,127.1030098,2022-11-04
광진구 자양1동 자치회관 3층 강당,자양1동주민센터,자양,강당,토+일+공휴일,10:00,18:00,0:00,0:00,Y,2,20000,1,10000,80,174,,전화+방문,,서울특별시 광진구 자양로13길 37,서울특별시 광진구 자양동 630-1,서울특별시 광진구청,자양제1동,02-450-1285,37.53449795,127.0823949,2022-11-04
광진구 자양1동 자치회관 3층 테라스 카페,자양1동주민센터,자양,기타,토+일+공휴일,10:00,21:00,0:00,0:00,Y,2,5000,1,2500,6,8,,전화+방문,,서울특별시 광진구 자양로13길 37,서울특별시 광진구 자양동 630-1,서울특별시 광진구청,자양제1동,02-450-1285,37.53449795,127.0823949,2022-11-04
광진구 자양2동 주민센터 3층 공부방,자양2동주민센터,자양,기타,토+일,9:00,18:00,0:00,0:00,Y,1,10000,1,5000,10,35,,전화+방문,,서울특별시 광진구 자양로3가길 26,서울특별시 광진구 자양동 669-2,서울특별시 광진구청,자양제2동,02-450-1603,37.52879933,127.0843875,2022-11-04
광진구 자양2동 주민센터 3층 회의실,자양2동주민센터,자양,회의실,일,9:00,21:00,9:00,13:00,Y,1,10000,1,5000,30,130,,전화+방문,,서울특별시 광진구 자양로3가길 26,서울특별시 광진구 자양동 669-2,서울특별시 광진구청,자양제2동,02-450-1603,37.52879933,127.0843875,2022-11-04
광진구 자양2동 주민센터 4층 강당,자양2동주민센터,자양,강당,토+일,9:00,21:00,0:00,0:00,Y,1,35000,1,10000,150,168,,전화+방문,,서울특별시 광진구 자양로3가길 26,서울특별시 광진구 자양동 669-2,서울특별시 광진구청,자양제2동,02-450-1603,37.52879933,127.0843875,2022-11-04
광진구 자양2동 주민센터 3층 강의실,자양2동주민센터,자양,강의실,일,9:00,21:00,9:00,13:00,Y,1,10000,1,5000,30,30,,전화+방문,,서울특별시 광진구 자양로3가길 26,서울특별시 광진구 자양동 669-2,서울특별시 광진구청,자양제2동,02-450-1603,37.52879933,127.0843875,2022-11-04
광진구 자양3동 자치회관 2층 강의실1,자양3동주민센터,자양,강의실,토+일,9:00,18:00,0:00,0:00,Y,1,5000,1,2500,20,42,,인터넷+전화+방문,,서울특별시 광진구 뚝섬로 568,서울특별시 광진구 자양동 519-10,서울특별시 광진구청,자양제3동,02-450-1802,37.53383394,127.0729024,2022-11-04
광진구 자양3동 자치회관 2층 강의실2,자양3동주민센터,자양,강의실,토+일,15:00,18:00,0:00,0:00,Y,1,5000,1,2500,20,41,,인터넷+전화+방문,,서울특별시 광진구 뚝섬로 568,서울특별시 광진구 자양동 519-10,서울특별시 광진구청,자양제3동,02-450-1802,37.53383394,127.0729024,2022-11-04
광진구 자양3동 자치회관 3층 대강당,자양3동주민센터,자양,강당,토+일,13:00,18:00,0:00,0:00,Y,1,10000,1,5000,40,141,,인터넷+전화+방문,,서울특별시 광진구 뚝섬로 568,서울특별시 광진구 자양동 519-10,서울특별시 광진구청,자양제3동,02-450-1802,37.53383394,127.0729024,2022-11-04
광진구 자양4동 자치회관 3층 강좌실,자양4동주민센터,자양,강의실,화+목+토+일,9:00,20:00,0:00,0:00,Y,2,15000,1,5000,30,62,,방문,,서울특별시 광진구 뚝섬로26길 58,서울특별시 광진구 자양동 63-1,서울특별시 광진구청,자양제4동,02-450-1824,37.53409779,127.0662584,2022-11-04
광진구 자양4동 자치회관 3층 공간休,자양4동주민센터,자양,기타,토+일,9:00,18:00,0:00,0:00,Y,2,7500,1,2500,15,31,,방문,,서울특별시 광진구 뚝섬로26길 58,서울특별시 광진구 자양동 63-1,서울특별시 광진구청,자양제4동,02-450-1824,37.53409779,127.0662584,2022-11-04
광진구 자양4동 자치회관 4층 대강당,자양4동주민센터,자양,강당,화+토+일,10:00,18:00,0:00,0:00,Y,2,22500,1,7500,60,132,,방문,,서울특별시 광진구 뚝섬로26길 58,서울특별시 광진구 자양동 63-1,서울특별시 광진구청,자양제4동,02-450-1824,37.53409779,127.0662584,2022-11-04
광진구 화양동 자치회관 회의실(3층),화양동주민센터,화양,회의실,토+일,9:00,20:00,0:00,0:00,Y,2,20000,1,5000,30,55,,인터넷+방문,,서울특별시 광진구 능동로17길 39,서울특별시 광진구 화양동 122,서울특별시 광진구청,화양동,02-450-1845,37.54653711,127.0713179,2022-11-04
광진구 화양동 자치회관 대강당(4층),화양동주민센터,화양,강당,토+일,9:00,20:00,0:00,0:00,Y,2,40000,1,10000,50,172,,인터넷+방문,,서울특별시 광진구 능동로17길 39,서울특별시 광진구 화양동 122,서울특별시 광진구청,화양동,02-450-1845,37.54653711,127.0713179,2022-11-04
관악구 보라매동 자치회관 3층 다목적실,보라매동 주민센터,보라,다목적실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,80,207,책상+의자+방송시설,인터넷+전화+모바일+방문,,서울특별시 관악구 봉천로 279-8,,서울특별시 관악구 보라매동주민센터,보라매동 주민센터,02-879-4209,37.48817657,126.9327766,2022-12-15
관악구 보라매동 자치회관 2층 강의실,보라매동 주민센터,보라,강의실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,20,59,책상+의자+방송시설,인터넷+전화+모바일+방문,,서울특별시 관악구 봉천로 279-8,,서울특별시 관악구 보라매동주민센터,보라매동 주민센터,02-879-4209,37.48817657,126.9327766,2022-12-15
관악구 성현동 주민센터 2층 정보문화방,성현동 주민센터,성현,다목적실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,10,28,책상+의자,인터넷+전화+모바일+방문,,서울특별시 관악구 구암길 38,,서울특별시 관악구 성현동주민센터,성현동 주민센터,02-879-4270,37.48952862,126.9481579,2022-12-15
관악구 중앙동 주민센터 3층 다목적실,중앙동 주민센터,중앙,다목적실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,10,25,책상+의자+냉방기,인터넷+전화+모바일,,서울특별시 관악구 양녕로6다길 7,,서울특별시 관악구 중앙동주민센터,중앙동 주민센터,02-879-4294,37.48419174,126.9497536,2022-12-15
관악구 중앙동 주민센터 2층 강당,중앙동 주민센터,중앙,강당,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,100,207,책상+의자+방송시설+냉난방기,인터넷+전화+모바일,,서울특별시 관악구 양녕로6다길 7,,서울특별시 관악구 중앙동주민센터,중앙동 주민센터,02-879-4294,37.48419174,126.9497536,2022-12-15
관악구 중앙동 주민센터 3층 소회의실,중앙동 주민센터,중앙,다목적실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,12,25,책상+의자+TV+방송시설,인터넷+전화+모바일,,서울특별시 관악구 양녕로6다길 7,,서울특별시 관악구 중앙동주민센터,중앙동 주민센터,02-879-4294,37.48419174,126.9497536,2022-12-15
관악구 중앙동 주민센터 3층 프로그램실,중앙동 주민센터,중앙,강의실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,24,35,책상+의자+냉방기,인터넷+전화+모바일,,서울특별시 관악구 양녕로6다길 7,,서울특별시 관악구 중앙동주민센터,중앙동 주민센터,02-879-4294,37.48419174,126.9497536,2022-12-15
관악구 청림동 주민센터 4층 대회의실,청림동 주민센터,청림,다목적실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,20,50,책상+의자+방송시설,전화+방문,,서울특별시 관악구 관악로40길 39,,서울특별시 관악구 청림동주민센터,청림동 주민센터,02-879-4326,37.49184717,126.9586277,2022-12-15
관악구 청림동 주민센터 3층 따뜻한 청림방,청림동 주민센터,청림,강의실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,10,24,책상+의자,전화+방문,,서울특별시 관악구 관악로40길 39,,서울특별시 관악구 청림동주민센터,청림동 주민센터,02-879-4326,37.49184654,126.9586273,2022-12-15
관악구 행운동 자치회관 2층 소회의실,행운동 주민센터,행운,회의실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,15,34,책상+의자,인터넷+전화+모바일+방문,,서울특별시 관악구 행운1길 43,,서울특별시 관악구 행운동주민센터,행운동 주민센터,02-879-4357,37.48064104,126.9570325,2022-12-15
관악구 청룡동 주민센터 2층 청룡뜨락,청룡동 주민센터,청룡,기타,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,100,162,책상+의자+방송시설,인터넷+전화+방문,,서울특별시 관악구 쑥고개로 45,,서울특별시 관악구 청룡동주민센터,청룡동 주민센터,02-879-4388,37.47952708,126.9416394,2022-12-15
관악구 낙성대동 자치회관 3층 다목적실 (복합문화방),낙성대동 주민센터,낙성,다목적실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,20,60,책상+의자,인터넷+전화+모바일+방문,,서울특별시 관악구 낙성대로4가길 5,,서울특별시 관악구 낙성대동주민센터,낙성대동 주민센터,02-879-4416,37.47629505,126.9583871,2022-12-15
관악구 낙성대동 자치회관 5층 강의실,낙성대동 주민센터,낙성,강의실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,20,60,책상+의자,인터넷+전화+모바일+방문,,서울특별시 관악구 낙성대로4가길 5,,서울특별시 관악구 낙성대동주민센터,낙성대동 주민센터,02-879-4416,37.47629505,126.9583871,2022-12-15
관악구 낙성대동 자치회관 2층 회의실,낙성대동 주민센터,낙성,회의실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,15,60,책상+의자,인터넷+전화+모바일+방문,,서울특별시 관악구 낙성대로4가길 5,,서울특별시 관악구 낙성대동주민센터,낙성대동 주민센터,02-879-4416,37.47629505,126.9583871,2022-12-15
관악구 인헌동 주민센터 2층 다목적실,인헌동 주민센터,인헌,다목적실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,30,130,책상+의자+방송시설+노트북+빔프로젝터,인터넷+전화+방문,,서울특별시 관악구 남부순환로246가길 20,,서울특별시 관악구 인헌동주민센터,인헌동 주민센터,02-879-4448,37.47509931,126.9653247,2022-12-15
관악구 인헌동 주민센터 3층 취미실,인헌동 주민센터,인헌,다목적실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,20,72,책상+의자,인터넷+전화+방문,,서울특별시 관악구 남부순환로246가길 20,,서울특별시 관악구 인헌동주민센터,인헌동 주민센터,02-879-4448,37.47509931,126.9653247,2022-12-15
관악구 남현동 자치회관 4층 프로그램2실,남현동 주민센터,남현,강의실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,30,66,책상+의자+방송시설,인터넷+전화+모바일+방문,,서울특별시 관악구 남현1가길 29,,서울특별시 관악구 남현동주민센터,남현동 주민센터,02-879-4477,37.4746893,126.9778736,2022-12-15
관악구 신림동 자치회관 2층 회의실,신림동 주민센터,신림,회의실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,50,132,책상+의자+음향시설+노트북+빔프로젝터,인터넷+전화+모바일+방문,,서울특별시 관악구 신림동길 14,,서울특별시 관악구 신림동주민센터,신림동 주민센터,02-879-4505,37.48739474,126.9271147,2022-12-15
관악구 신사동 주민센터 3층 강의실,신사동 주민센터,신사,강의실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,20,,책상+의자,전화+방문,,서울특별시 관악구 조원로 142,,서울특별시 관악구 신사동주민센터,신사동 주민센터,02-879-4535,37.48540905,126.9180914,2022-12-15
관악구 조원동 자치회관 2층 회의실,조원동 주민센터,조원,회의실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,50,114,책상+의자+방송시설+빔프로젝터,인터넷+전화+모바일+방문,,서울특별시 관악구 조원로12길 25,,서울특별시 관악구 조원동주민센터,조원동 주민센터,02-879-4564,37.48256265,126.9077946,2022-12-15
관악구 조원동 자치회관 지하2층 다목적실,조원동 주민센터,조원,다목적교실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,25,81,책상+의자+빔프로젝터,인터넷+전화+모바일+방문,,서울특별시 관악구 조원로12길 25,,서울특별시 관악구 조원동주민센터,조원동 주민센터,02-879-4564,37.48256265,126.9077946,2022-12-15
관악구 미성동 주민센터 2층 회의실,미성동 주민센터,미성,회의실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,40,90,책상+의자+방송시설,인터넷+전화+모바일+방문,,서울특별시 관악구 난곡로 249,,서울특별시 관악구 미성동주민센터,미성동 주민센터,02-879-4594,37.47617489,126.9155534,2022-12-15
관악구 난곡동 자치회관 2층 음악실,난곡동 주민센터,난곡,강의실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,12,40,책상+의자,인터넷+전화+모바일+방문,,서울특별시 관악구 난곡로30길 40,,서울특별시 관악구 난곡동주민센터,난곡동 주민센터,02-879-4631,37.47102171,126.9216411,2022-12-15
관악구 난곡동 자치회관 3층 취미교실,난곡동 주민센터,난곡,강의실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,15,48,책상+의자,인터넷+전화+모바일+방문,,서울특별시 관악구 난곡로30길 40,,서울특별시 관악구 난곡동주민센터,난곡동 주민센터,02-879-4631,37.47102171,126.9216411,2022-12-15
관악구 난향동 자치회관 4층 소회의실,난향동 주민센터,난향,회의실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,20,79,책상+의자,인터넷+전화+모바일+방문,,서울특별시 관악구 난곡로 67,,서울특별시 관악구 난향동주민센터,난향동 주민센터,02-879-4656,37.46151953,126.9187981,2022-12-15
관악구 난향동 자치회관 5층 다목적실,난향동 주민센터,난향,다목적실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,40,225,책상+의자,인터넷+전화+모바일+방문,,서울특별시 관악구 난곡로 67,,서울특별시 관악구 난향동주민센터,난향동 주민센터,02-879-4656,37.46151953,126.9187981,2022-12-15
관악구 서원동 자치회관 3층 동아리방,서원동 주민센터,서원,강의실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,10,13,책상+의자,인터넷+전화+방문,,서울특별시 관악구 신림로 282,,서울특별시 관악구 서원동주민센터,서원동 주민센터,02-879-4684,37.47976755,126.9313731,2022-12-15
관악구 신원동 주민센터 3층 강의실,신원동 주민센터,신원,강의실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,20,52,책상+의자,인터넷+전화+방문,,서울특별시 관악구 신원로3길 13,,서울특별시 관악구 신원동주민센터,신원동 주민센터,02-879-4714,37.48161061,126.9273809,2022-12-15
관악구 신원동 주민센터 4층 강당,신원동 주민센터,신원,강당,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,30,85,책상+의자,인터넷+전화+방문,,서울특별시 관악구 신원로3길 13,,서울특별시 관악구 신원동주민센터,신원동 주민센터,02-879-4714,37.48161061,126.9273809,2022-12-15
관악구 서림동 자치회관2층 다목적실,서림동 주민센터,서림,기타,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,18,59,책상+의자,인터넷+전화+모바일+방문,,서울특별시 관악구 신림로29길 6,,서울특별시 관악구 서림동주민센터,서림동 주민센터,02-879-4750,37.47499425,126.9349997,2022-12-15
관악구 대학동 자치회관 2층 회의실,대학동 주민센터,대학,회의실,토+일,9:00,18:00,0:00,0:00,Y,1,6000,,,30,68,책상+의자,전화+방문,,서울특별시 관악구 신림로 111,,서울특별시 관악구 대학동주민센터,대학동 주민센터,02-879-4810,37.47059478,126.9369569,2022-12-15
강서구 염창동주민센터 2층 강의실,염창동주민센터,염창,강의실,"매주 토요일,일요일,공휴일",9:00,18:00,0:00,0:00,Y,2,25000,1,12500,30,72,마이크+강의용테이블+의자+화이트보드,인터넷+App+방문,,서울특별시 강서구 양천로67 가길 63,,서울특별시 강서구청,염창동주민센터,02-2600-7306,37.5537414,126.8709783,2022-10-25
강서구 염창동주민센터 3층 다목적실,염창동주민센터,염창,다목적실,"매주 토요일,일요일,공휴일",9:00,18:00,0:00,0:00,Y,2,35000,1,17500,100,172,빔프로젝트+음향기기+마이크,인터넷+App+방문,,서울특별시 강서구 양천로67 가길 63,,서울특별시 강서구청,염창동주민센터,02-2600-7306,37.5537414,126.8709783,2022-10-25
강서구 염창동주민센터 3층 동아리방,염창동주민센터,염창,강의실,"매주 토요일,일요일,공휴일",9:00,18:00,0:00,0:00,Y,2,20000,1,10000,15,36,강의용테이블+의자+화이트보드+냉난방기,인터넷+App+방문,,서울특별시 강서구 양천로67 가길 63,,서울특별시 강서구청,염창동주민센터,02-2600-7306,37.5537414,126.8709783,2022-10-25
강서구 등촌1동주민센터 2층 동아리방,등촌1동주민센터,등촌,강의실,"매주 토요일,일요일,공휴일",10:00,21:00,0:00,0:00,Y,2,20000,1,10000,20,33,빔프로젝트+강의용테이블+의자+화이트보드,방문,,서울특별시 강서구 공항대로53가길 55,,서울특별시 강서구청,등촌1동주민센터,02-2600-7346,37.5557978,126.8589029,2022-10-25
강서구 등촌1동주민센터 3층 다목적실,등촌1동주민센터,등촌,다목적실,"매주 토요일,일요일,공휴일",17:00,21:00,0:00,0:00,Y,2,35000,1,17500,50,179,빔프로젝트+마이크+강의용테이블+의자,방문,,서울특별시 강서구 공항대로53가길 55,,서울특별시 강서구청,등촌1동주민센터,02-2600-7346,37.5557978,126.8589029,2022-10-25
강서구 등촌2동주민센터 3층 다목적실,등촌2동주민센터,등촌,다목적실,"매주 금요일,일요일",12:00,14:00,9:00,13:00,Y,2,30000,1,15000,50,113,마이크+사회대+의자,인터넷+App+방문,,서울특별시 강서구 등촌로 143,,서울특별시 강서구청,등촌2동주민센터,02-2600-7386,37.5426303,126.862478,2022-10-25
강서구 등촌3동주민센터 3층 강의실,등촌3동주민센터,등촌,강의실,"매주 토요일,일요일",9:00,18:00,0:00,0:00,Y,2,25000,1,12500,50,76,빔프로젝트+마이크+스피커+강의용 테이블+의자+화이트 보드,인터넷+App+방문,,서울특별시 강서구 화곡로63길 96,,서울특별시 강서구청,등촌3동주민센터,02-2600-7411,37.5588432,126.8479014,2022-10-25
강서구 등촌3동주민센터 3층 다목적실,등촌3동주민센터,등촌,다목적실,"매주 토요일,일요일",13:00,18:00,0:00,0:00,Y,2,30000,1,15000,50,136,빔프로젝트+마이크+스피커+강의용 테이블+의자,인터넷+App+방문,,서울특별시 강서구 화곡로63길 96,,서울특별시 강서구청,등촌3동주민센터,02-2600-7411,37.5588432,126.8479014,2022-10-25
강서구 화곡본동주민센터 2층 다목적실,화곡본동주민센터,화곡,다목적실,"매주 일요일, 공휴일",16:00,21:00,9:00,13:00,Y,2,30000,1,15000,50,120,빔프로젝트+마이크+강의용테이블+의자+화이트보드,인터넷+App+방문,,서울특별시 강서구 초록마을로5길 29,,서울특별시 강서구청,화곡본동주민센터,02-2600-7454,37.5440365,126.8476554,2022-10-25
강서구 화곡1동주민센터 2층 다목적실,화곡1동주민센터,화곡,다목적실,"매주 일요일, 공휴일",9:00,21:00,9:00,13:00,Y,2,20000,0.5,5000,40,121,강의용테이블+의자,유선 + 방문,,서울특별시 강서구 곰달래로 79,,서울특별시 강서구청,화곡1동주민센터,02-2600-7493,37.5304698,126.8415883,2022-10-25
강서구 화곡1동주민센터 3층 프로그램실,화곡1동주민센터,화곡,프로그램실,"매주 일요일, 공휴일",9:00,21:00,9:00,13:00,Y,2,20000,0.5,5000,20,48,빔프로젝트+강의용테이블+의자+화이트보드,유선 + 방문,,서울특별시 강서구 곰달래로 79,,서울특별시 강서구청,화곡1동주민센터,02-2600-7493,37.5304698,126.8415883,2022-10-25
강서구 화곡1동주민센터 4층 프로그램실,화곡1동주민센터,화곡,프로그램실,"매주 일요일, 공휴일",9:00,21:00,9:00,13:00,Y,2,20000,0.5,5000,40,104,빔프로젝트+마이크+강의용테이블+의자+화이트보드,유선 + 방문,,서울특별시 강서구 곰달래로 79,,서울특별시 강서구청,화곡1동주민센터,02-2600-7493,37.5304698,126.8415883,2022-10-25
강서구 화곡2동 주민센터 2층 프로그램실,화곡2동주민센터,화곡,회의실,매주 일요일,9:00,21:00,9:00,13:00,Y,2,15000,1,7500,8,27,테이블+의자+화이트보드 등,인터넷+유선 + 방문,,서울특별시 강서구 곰달래로37길 13,,서울특별시 강서구청,화곡2동주민센터,02-2600-7543,37.5317983,126.8544806,2022-10-25
강서구 화곡2동 주민센터 3층 다목적실,화곡2동주민센터,화곡,다목적실,매주 일요일,9:00,21:00,9:00,13:00,Y,2,20000,1,10000,30,92,빔프로젝트+마이크+강의용 테이블+의자+화이트보드 등,인터넷+유선 + 방문,,서울특별시 강서구 곰달래로37길 13,,서울특별시 강서구청,화곡2동주민센터,02-2600-7543,37.5317983,126.8544806,2022-10-25
강서구 화곡2동 주민센터 3층 문화창작실,화곡2동주민센터,화곡,회의실,매주 일요일,9:00,21:00,9:00,13:00,Y,2,15000,1,7500,10,40,테이블+의자+화이트보드 등,인터넷+유선 + 방문,,서울특별시 강서구 곰달래로37길 13,,서울특별시 강서구청,화곡2동주민센터,02-2600-7543,37.5317983,126.8544806,2022-10-25
강서구 화곡3동주민센터 2층 북카페,화곡3동주민센터,화곡,기타,매주 일요일,9:00,18:00,9:00,13:00,N,,,,,20,40,테이블+의자,방문,,서울특별시 강서구 강서로33가길 17,,서울특별시 강서구청,화곡3동주민센터,02-2600-7565,37.5424862,126.8384102,2022-10-25
강서구 화곡3동주민센터 2층 프로그램실,화곡3동주민센터,화곡,회의실,"매주 금요일,토요일,일요일",9:00,18:00,0:00,0:00,Y,2,25000,1,12500,20,50,강의용테이블+의자+화이트보드,인터넷+App+방문,,서울특별시 강서구 강서로33가길 17,,서울특별시 강서구청,화곡3동주민센터,02-2600-7565,37.5424862,126.8384102,2022-10-25
강서구 화곡3동주민센터 3층 다목적실,화곡3동주민센터,화곡,다목적실,매주 일요일,9:00,21:00,9:00,0:00,Y,2,40000,1,20000,100,227,빔프로젝트+마이크+강의용테이블+의자+화이트보드,인터넷+App+방문,,서울특별시 강서구 강서로33가길 17,,서울특별시 강서구청,화곡3동주민센터,02-2600-7565,37.5424862,126.8384102,2022-10-25
강서구 화곡4동주민센터 3층 문화교실,화곡4동주민센터,화곡,강의실,"매주 일요일,공휴일",9:00,18:00,9:00,13:00,Y,2,20000,1,10000,20,28.5,강의용테이블+의자+화이트보드,인터넷+App+방문,,서울특별시 강서구 곰달래로57가길 26,,서울특별시 강서구청,화곡4동주민센터,02-2600-7604,37.5345895,126.8606077,2022-10-25
강서구 화곡4동주민센터 다목적실,화곡4동주민센터,화곡,다목적실,"매주 일요일,공휴일",9:00,18:00,9:00,13:00,Y,2,30000,1,15000,100,135,빔프로젝트+마이크+강의용테이블+의자+화이트보드,인터넷+App+방문,,서울특별시 강서구 곰달래로57가길 26,,서울특별시 강서구청,화곡4동주민센터,02-2600-7604,37.5345895,126.8606077,2022-10-25
강서구 화곡6동주민센터 2층 북카페,화곡6동주민센터,화곡,기타,"매주 토요일,일요일,공휴일",9:00,18:00,0:00,0:00,N,,,,,60,111,"보유장서 6,000여권+북카페",방문,,서울특별시 강서구 화곡로 312,,서울특별시 강서구청,화곡6동주민센터,02-2600-7671,37.5517673,126.8500612,2022-10-25
강서구 화곡6동주민센터 2층 회의실,화곡6동주민센터,화곡,회의실,"매주 토요일,일요일,공휴일",9:00,18:00,0:00,0:00,Y,2,20000,1,10000,10,57,마이크+강의용테이블+의자+화이트보드,유선 + 방문,,서울특별시 강서구 화곡로 312,,서울특별시 강서구청,화곡6동주민센터,02-2600-7671,37.5517673,126.8500612,2022-10-25
강서구 화곡6동주민센터 3층 다목적실,화곡6동주민센터,화곡,다목적실,"매주 토요일,일요일,공휴일",9:00,18:00,0:00,0:00,Y,2,25000,1,15000,30,77,빔프로젝트+마이크+강의용테이블+의자+화이트보드,유선 + 방문,,서울특별시 강서구 화곡로 312,,서울특별시 강서구청,화곡6동주민센터,02-2600-7671,37.5517673,126.8500612,2022-10-25
강서구 화곡8동주민센터 3층 다목적실,화곡8동주민센터,화곡,다목적실,"매주 일요일, 공휴일",10:00,20:00,9:00,13:00,Y,2,25000,1,12500,50,100,빔프로젝트+마이크+강의용테이블+의자+화이트보드,인터넷+App+방문,,서울특별시 강서구 곰달래로25길 45,,서울특별시 강서구청,화곡8동주민센터,02-2600-7687,37.5326511,126.8483205,2022-10-25
강서구 화곡8동주민센터 3층 창작공방실,화곡8동주민센터,화곡,강의실,"매주 일요일, 공휴일",10:00,20:00,9:00,13:00,Y,2,20000,1,10000,15,26,강의용테이블 8개+의자 16개+화이트보드,인터넷+App+방문,,서울특별시 강서구 곰달래로25길 45,,서울특별시 강서구청,화곡8동주민센터,02-2600-7687,37.5326511,126.8483205,2022-10-25
강서구 우장산동주민센터 3층 취미교실1,우장산동주민센터,우장,다목적실,"매주 토요일, 일요일, 공휴일",9:00,18:00,0:00,0:00,Y,2,20000,1,10000,80,149,빔프로젝트+마이크+강의용테이블+의자+화이트보드,인터넷+App+방문,,서울특별시 강서구 우현로 34,,서울특별시 강서구청,우장산동주민센터,02-2600-7732,37.5482429,126.8418055,2022-10-25
강서구 가양1동주민센터 2층 배움방,가양1동주민센터,가양,강의실,"매주 토요일,일요일",9:00,18:00,0:00,0:00,Y,2,20000,1,10000,20,30,강의용테이블+의자+화이트보드,인터넷+App+방문,,서울특별시 강서구 허준로 30,,서울특별시 강서구청,가양1동주민센터,02-2600-7763,37.5694625,126.8446998,2022-10-25
